Sensitive Detector-Particles
n Total Events,	 x [mm],	 y [mm],	 z [mm],	 dirX,	 dirY,	 dirZ,	 KinEnergy [MeV],	 part Type,	 primary part type,	 nPrimaryPart
0	15.6862	-8.43875	569	0.0275576	-0.0146575	0.999513	4.03132	22	11	406
1	-14.5369	-19.2938	569	-0.0250857	-0.0340948	0.999104	0.313197	22	11	1510
2	10.636	13.1494	569	0.0193163	0.022835	0.999553	1.6017	22	11	1632
3	-9.99507	-24.9003	569	-0.0174226	-0.043504	0.998901	0.178944	22	11	2564
4	0.814711	26.2869	569	0.00139518	0.0461341	0.998934	0.42918	22	11	2614
5	-3.89257	19.3599	569	-0.00752354	0.0340779	0.999391	0.953288	22	11	2669
6	17.9204	-23.8619	569	0.450689	-0.53777	0.712519	0.510999	22	11	3921
7	-194.51	-83.2937	569	-0.283601	-0.159624	0.945564	0.85335	22	11	3948
8	2.72609	-24.1837	569	0.00476656	-0.0425217	0.999084	4.51767	22	11	4414
9	5.88948	8.16388	569	0.0105291	0.0136779	0.999851	1.05753	22	11	4485
10	13.6763	13.0841	569	0.0240308	0.0233239	0.999439	1.44901	22	11	4618
11	-0.99736	-18.2794	569	-0.00102058	-0.0322621	0.999479	0.410133	22	11	5324
12	12.7606	22.7487	569	0.0222198	0.0406251	0.998927	3.02922	22	11	5635
13	17.1756	25.306	569	0.0301935	0.0437977	0.998584	2.5449	22	11	5735
14	46.8223	100.997	569	0.285027	0.385697	0.877495	0.564863	22	11	5781
15	5.11413	19.0665	569	0.0092388	0.0333396	0.999401	0.315286	22	11	6371
16	-1.46896	-17.6102	569	-0.00213963	-0.0302495	0.99954	0.405437	22	11	6433
17	11.5317	-24.2258	569	0.0198738	-0.0423342	0.998906	1.71804	22	11	6815
18	13.5102	-0.500554	569	0.0237109	-0.00162834	0.999718	2.65707	22	11	7007
19	-8.75907	-0.786151	569	-0.0153186	-0.0014107	0.999882	0.508149	22	11	8710
20	10.7732	41.596	569	-0.18921	0.362979	0.912385	2.10205	22	11	8927
21	16.1105	-1.77988	569	0.0286023	-0.00380558	0.999584	0.534772	22	11	9295
22	-6.89651	-2.40374	569	-0.0120888	-0.00408906	0.999919	1.99546	22	11	9312
23	13.8186	-20.5021	569	0.0239543	-0.0365254	0.999046	0.534165	22	11	10162
24	-21.5012	-15.6538	569	-0.0374751	-0.0280548	0.998904	0.517594	22	11	10345
25	7.23271	-1.82378	569	0.0122843	-0.0032333	0.999919	1.69232	22	11	10348
26	-0.389632	25.1967	569	-0.00068526	0.0440328	0.99903	0.235672	22	11	10399
27	7.25214	10.6898	569	0.0123254	0.0189855	0.999744	0.453081	22	11	10792
28	-10.641	-9.52891	569	-0.0187506	-0.0165781	0.999687	2.06477	22	11	11086
29	-18.5514	-23.0292	569	-0.0325597	-0.040364	0.998654	0.765681	22	11	11374
30	-1.15811	6.91781	569	-0.00170642	0.0127417	0.999917	1.66118	22	11	11763
31	23.0333	18.5788	569	0.0599821	0.0240099	0.997911	0.957103	22	11	11856
32	17.8119	28.2657	569	0.0310949	0.0495003	0.99829	1.35284	22	11	11914
33	8.46255	12.9436	569	0.00336869	0.0313711	0.999502	0.619711	22	11	12255
34	-18.523	-12.4735	569	-0.0324528	-0.022433	0.999221	1.33536	22	11	12488
35	-17.2541	0.811914	569	-0.0302523	0.00114884	0.999542	0.524453	22	11	12526
36	-66.8797	20.317	569	-0.711098	0.11629	0.693409	0.927629	22	11	12991
37	-0.0657605	26.7348	569	-0.000212879	0.0468619	0.998901	0.458056	22	11	14183
38	-19.106	4.75556	569	-0.0335485	0.00814521	0.999404	0.524707	22	11	14570
39	-22.6578	-7.88711	569	-0.0401632	-0.0132905	0.999105	0.264738	22	11	14577
40	-1.75223	-17.8478	569	-0.0028083	-0.0312181	0.999509	0.449426	22	11	14582
41	7.53849	-13.9764	569	0.0139953	-0.0241128	0.999611	1.31352	22	11	14894
42	-17.7211	-8.42984	569	-0.0310048	-0.0146308	0.999412	0.985644	22	11	15234
43	-6.65504	14.255	569	-0.0119209	0.0244587	0.99963	0.612576	22	11	15239
44	-17.5207	-14.3483	569	-0.0300965	-0.0256525	0.999218	0.97855	22	11	15453
45	-17.1524	-8.56538	569	-0.0298905	-0.0155795	0.999432	1.39596	22	11	15601
46	-7.78946	-109.564	569	0.0133547	-0.439212	0.898284	0.7336	22	11	15941
47	10.7091	5.12699	569	0.018714	0.00903668	0.999784	3.01665	22	11	16271
48	-5.07367	-8.41891	569	-0.0089174	-0.0147305	0.999852	1.52945	22	11	16756
49	15.9473	-20.2486	569	0.0271728	-0.035897	0.998986	1.38521	22	11	17043
50	-3.25209	168.475	569	-0.454139	0.734729	0.503915	0.510999	22	11	17089
51	-5.34079	-7.39496	569	-0.00846423	-0.013165	0.999878	0.556648	22	11	17299
52	-26.8725	-35.9595	569	-0.345497	-0.743668	0.572355	0.530864	22	11	17356
53	-11.6054	-20.2593	569	-0.0200967	-0.0353001	0.999175	1.82392	22	11	17371
54	-5.81158	-1.5557	569	-0.0103741	-0.00269407	0.999943	2.4293	22	11	17485
55	-5.21448	21.4057	569	-0.00839526	0.0378547	0.999248	0.50149	22	11	17602
56	6.43752	-10.7035	569	0.0112564	-0.0193878	0.999749	1.58328	22	11	17707
57	10.3306	-1.78112	569	0.0183498	-0.00304549	0.999827	1.12457	22	11	17742
58	-43.4567	-169.491	569	-0.0728285	-0.28523	0.955688	4.39961	22	11	19071
59	12.5063	0.0583027	569	0.0225186	-0.000315644	0.999746	0.858375	22	11	19256
60	10.5673	9.43674	569	0.0176702	0.0176915	0.999687	0.420857	22	11	19320
61	7.33393	23.4916	569	0.0127591	0.0410714	0.999075	1.11307	22	11	20007
62	-9.63552	-17.051	569	-0.017093	-0.0301474	0.999399	0.395834	22	11	20853
63	1.33836	-17.4063	569	0.00230514	-0.03111	0.999513	2.29773	22	11	21254
64	-5.56672	-8.29068	569	-0.00937846	-0.0143642	0.999853	1.97596	22	11	21375
65	-7.98356	17.5853	569	-0.0146717	0.0309596	0.999413	1.81988	22	11	21430
66	-20.061	-13.6835	569	-0.0353863	-0.0236582	0.999094	0.2487	22	11	22315
67	-20.4584	-4.75647	569	-0.0362352	-0.00908498	0.999302	1.3989	22	11	22616
68	6.00351	-16.686	569	0.0106474	-0.0296794	0.999503	1.94212	22	11	22624
69	-0.898645	19.4462	569	-0.00146148	0.0344262	0.999406	0.466049	22	11	22671
70	8.35367	-26.9408	569	0.014613	-0.0472168	0.998778	0.747106	22	11	22951
71	-8.8609	-7.61654	569	-0.0149473	-0.0133431	0.999799	0.178288	22	11	23409
72	6.76039	20.7482	569	0.0123579	0.0368719	0.999244	5.71834	22	11	23438
73	-4.95839	8.3015	569	-0.008855	0.0138521	0.999865	0.306482	22	11	23975
74	5.98126	-21.5023	569	0.0106752	-0.038302	0.999209	1.28352	22	11	23996
75	-18.8427	-9.52957	569	-0.0338354	-0.0164125	0.999293	0.418735	22	11	24801
76	13.8073	24.3276	569	0.024664	0.042301	0.9988	0.337357	22	11	25032
77	17.1223	24.9977	569	0.0301585	0.043894	0.998581	0.710543	22	11	25079
78	-18.9243	12.8639	569	-0.0328465	0.0224094	0.999209	1.19157	22	11	25503
79	-23.008	192.449	569	-0.0373846	0.281955	0.958699	1.46497	22	11	25562
80	3.81721	11.6047	569	0.00670696	0.0203039	0.999771	1.92574	22	11	25632
81	1.42818	-5.3669	569	0.00243965	-0.00907598	0.999956	0.769513	22	11	26028
82	3.73893	1.14529	569	0.00656816	0.00203291	0.999976	0.825806	22	11	26060
83	7.41493	-26.5778	569	0.0131871	-0.0466842	0.998823	1.95969	22	11	26379
84	-9.42282	17.6532	569	-0.0163917	0.0312338	0.999378	0.381535	22	11	26890
85	-17.9087	-12.4178	569	-0.0313072	-0.0218874	0.99927	2.14326	22	11	27216
86	7.55131	5.0512	569	0.0132503	0.00891868	0.999872	0.55084	22	11	27436
87	-5.39777	6.61706	569	-0.0098133	0.011415	0.999887	0.28234	22	11	27485
88	-8.86189	25.7014	569	-0.0152861	0.0457117	0.998838	1.30482	22	11	28245
89	5.1187	8.16359	569	0.00915163	0.0147277	0.99985	4.40644	22	11	29080
90	-9.31301	-21.0077	569	-0.0170335	-0.0364783	0.999189	5.94458	22	11	30729
91	-7.98541	-8.72952	569	-0.0165464	-0.018496	0.999692	1.20816	22	11	30821
92	-0.204032	-10.8661	569	-0.000158977	-0.0185952	0.999827	5.72872	22	11	31156
93	4.25121	1.48651	569	0.00704777	0.00308022	0.99997	2.3021	22	11	31249
94	-1.20206	25.7766	569	-0.00271617	0.045345	0.998968	0.840881	22	11	31473
95	-4.34629	-25.8492	569	-0.00692969	-0.0452914	0.99895	1.57812	22	11	31630
96	4.19237	9.11103	569	0.00750816	0.0154676	0.999852	0.476324	22	11	31832
97	15.597	-20.2349	569	0.0265156	-0.0341162	0.999066	0.719494	22	11	31835
98	-3.13955	5.51984	569	-0.005554	0.00993561	0.999935	0.296926	22	11	31900
99	0.0852158	11.6228	569	8.60485e-05	0.0205062	0.99979	1.44347	22	11	32368
100	14.5327	-7.86162	569	0.0261786	-0.0139512	0.99956	0.725796	22	11	32537
101	-0.358532	-6.71574	569	-0.00114168	-0.0122219	0.999925	4.32036	22	11	32985
102	0.71097	15.0864	569	0.0681799	0.114552	0.991075	0.929723	22	11	33049
103	-3.30935	9.7788	569	-0.0056493	0.0171643	0.999837	1.72696	22	11	33143
104	3.98215	-15.4789	569	0.00695885	-0.027102	0.999608	0.698245	22	11	33505
105	-5.36755	-9.27905	569	-0.00946969	-0.0170765	0.999809	2.89121	22	11	34488
106	-7.81802	19.2642	569	-0.0130684	0.0338555	0.999341	1.219	22	11	34771
107	1.80526	20.8903	569	0.00325847	0.0372038	0.999302	1.33975	22	11	34795
108	-17.9083	-20.6404	569	-0.0309447	-0.0365643	0.998852	1.64917	22	11	35307
109	1.45119	18.644	569	0.00318284	0.0325482	0.999465	1.19848	22	11	35471
110	2.94274	-7.59783	569	0.0187516	0.0326514	0.999291	1.26212	22	11	35554
111	-18.2339	0.0863932	569	-0.0319362	0.000426183	0.99949	0.246147	22	11	35918
112	15.3661	28.3814	569	0.0264761	0.0502688	0.998385	0.51736	22	11	36421
113	9.8535	8.83254	569	0.0173234	0.0150664	0.999736	0.600717	22	11	36960
114	-9.89565	-28.6828	569	-0.0174778	-0.0501557	0.998588	0.334169	22	11	37264
115	33.0422	17.0966	569	0.589527	-0.147788	0.794114	0.637668	22	11	37651
116	4.10504	27.3041	569	0.00785173	0.0482007	0.998807	3.94374	22	11	37769
117	103.536	-160.271	569	0.509643	-0.521974	0.683964	0.850386	22	11	38016
118	35.6786	197.034	569	0.0664596	0.323221	0.943987	3.26092	22	11	38024
119	-8.0711	-18.0861	569	-0.0151608	-0.031644	0.999384	0.351619	22	11	38219
120	-8.78237	-8.33939	569	-0.0153305	-0.0147848	0.999773	0.541382	22	11	38729
121	-7.81651	-18.5632	569	-0.0139671	-0.0324306	0.999376	5.25867	22	11	38767
122	-19.0331	-7.41784	569	-0.0340147	-0.0131711	0.999335	2.54252	22	11	39002
123	11.2509	-17.5796	569	0.0191307	-0.0310655	0.999334	1.09719	22	11	39200
124	7.92637	18.8309	569	0.0141543	0.0337024	0.999332	1.29868	22	11	39479
125	52.696	-26.6772	569	0.541315	-0.605576	0.583315	0.897242	22	11	41090
126	-6.18124	0.0582295	569	-0.0113048	0.000403295	0.999936	0.963549	22	11	41193
127	-0.608029	-18.0731	569	-0.00106991	-0.0317849	0.999494	1.219	22	11	41417
128	15.1763	12.9578	569	0.026495	0.0227136	0.999391	2.20904	22	11	42346
129	17.98	11.0723	569	0.0309661	0.0197175	0.999326	1.87455	22	11	42537
130	15.4855	24.9049	569	0.027038	0.0437895	0.998675	0.514366	22	11	42948
131	1.73966	-24.0802	569	0.00297482	-0.0420951	0.999109	1.36424	22	11	44214
132	20.1687	21.057	569	0.035886	0.0367435	0.99868	1.75921	22	11	44396
133	-7.4233	-26.504	569	-0.0125696	-0.0458257	0.99887	0.511314	22	11	44898
134	9.92665	-23.9248	569	0.0171052	-0.042064	0.998968	0.365996	22	11	45372
135	17.858	21.7191	569	0.0313351	0.0376635	0.998799	3.99155	22	11	45436
136	-50.626	14.5179	569	-0.596832	0.349924	0.722042	0.605223	22	11	45611
137	-4.47671	-23.717	569	-0.00733841	-0.0413162	0.999119	0.303354	22	11	45644
138	11.1431	21.454	569	0.0196042	0.0374395	0.999107	0.40388	22	11	45678
139	-3.5341	13.2343	569	-0.00605589	0.0231193	0.999714	3.25767	22	11	45699
140	-14.622	10.5244	569	-0.025057	0.0182802	0.999519	2.70147	22	11	46894
141	6.8692	22.1347	569	0.0106383	0.0398149	0.99915	0.838255	22	11	46966
142	-13.1523	-24.3539	569	-0.0236493	-0.0423876	0.998821	1.86155	22	11	47649
143	-6.68959	2.71174	569	-0.0116338	0.00468789	0.999921	0.601225	22	11	47829
144	-5.95918	-17.9212	569	-0.00979228	-0.0319146	0.999443	0.509736	22	11	47862
145	11.1281	15.2857	569	0.020098	0.0275282	0.999419	0.768018	22	11	48176
146	-3.24021	-31.0263	569	-0.00494474	-0.0539447	0.998532	1.42487	22	11	48303
147	13.1916	21.3375	569	0.0228469	0.0373201	0.999042	0.932756	22	11	48768
148	-4.79381	13.8675	569	-0.00775257	0.0246364	0.999666	0.597132	22	11	49154
149	1.32724	-19.5443	569	0.00239179	-0.033993	0.999419	2.66152	22	11	49835
150	-8.17367	13.2382	569	-0.0142958	0.0224901	0.999645	1.53596	22	11	50005
151	-1.60091	12.1246	569	-0.0024645	0.0206506	0.999784	0.169447	22	11	50375
152	11.1524	25.9125	569	0.0188254	0.0456532	0.99878	4.73112	22	11	50824
153	-15.9418	-32.0721	569	-0.365347	0.353078	0.861312	0.790994	22	11	50838
154	-4.48778	-11.2454	569	-0.00752855	-0.0197285	0.999777	2.99209	22	11	51083
155	12.1206	26.5875	569	0.394208	0.128916	0.909934	0.510999	22	11	51664
156	12.4559	-7.16309	569	0.0225411	-0.0228733	0.999484	1.22009	22	11	51732
157	13.321	29.3062	569	0.023416	0.0513356	0.998407	0.457557	22	11	51916
158	-13.451	10.5975	569	-0.0242576	0.0181271	0.999541	2.42794	22	11	51988
159	-6.51432	23.6316	569	-0.0113167	0.0414036	0.999078	5.29977	22	11	52564
160	-7.52478	-24.5036	569	-0.01347	-0.0429287	0.998987	0.274929	22	11	52688
161	11.9799	27.5899	569	0.0168798	0.0483736	0.998687	1.09405	22	11	52923
162	-17.9185	4.64724	569	-0.0314384	0.00765361	0.999476	0.329419	22	11	53066
163	-4.04671	3.94113	569	-0.00665671	0.00680564	0.999955	1.44494	22	11	53201
164	15.0955	10.8019	569	0.0270847	0.0175059	0.99948	0.667347	22	11	53464
165	-10.2411	-29.6542	569	-0.0176775	-0.0513481	0.998524	0.309551	22	11	53469
166	15.6048	-5.02553	569	0.027333	-0.0089175	0.999587	0.566108	22	11	53553
167	3.22153	-6.77477	569	0.00532903	-0.012646	0.999906	1.27925	22	11	53599
168	-19.4023	-7.31068	569	-0.0335938	-0.0121879	0.999361	5.15448	22	11	54121
169	-9.8828	6.81214	569	-0.0178848	0.0122967	0.999764	0.470321	22	11	54202
170	6.03744	26.0304	569	0.0105727	0.0457127	0.998899	1.67438	22	11	54346
171	-7.73966	23.9081	569	-0.013504	0.0418637	0.999032	2.63805	22	11	54791
172	-20.0205	-19.871	569	-0.0353248	-0.0348755	0.998767	3.89171	22	11	55064
173	-2.07703	18.7125	569	-0.0036805	0.0329472	0.99945	0.879588	22	11	55398
174	-21.1669	-3.69879	569	-0.0368186	-0.00688216	0.999298	0.369861	22	11	55467
175	6.93614	-10.9613	569	0.0122506	-0.0190074	0.999744	0.965555	22	11	55736
176	8.42655	-8.34096	569	-0.0233033	-0.0721935	0.997118	0.403285	22	11	56559
177	99.0125	-196.331	569	0.173847	-0.345665	0.922113	0.912895	22	11	56651
178	8.82015	2.63108	569	0.0154818	0.00466647	0.999869	0.582563	22	11	56788
179	4.08042	3.76219	569	0.00709522	0.00658771	0.999953	1.88732	22	11	56896
180	13.7288	-5.06247	569	0.0236454	-0.009334	0.999677	0.608842	22	11	57093
181	-3.01061	-4.99459	569	-0.00592896	-0.00893749	0.999942	0.409113	22	11	57638
182	0.848969	-12.0286	569	0.000831409	-0.0206216	0.999787	1.40119	22	11	57726
183	-11.1873	-5.54104	569	-0.0196485	-0.00909744	0.999766	0.841303	22	11	57939
184	-16.1758	3.57497	569	-0.0283754	0.00655001	0.999576	1.7898	22	11	58392
185	8.33763	-17.9785	569	0.0144257	-0.0318437	0.999389	0.329623	22	11	59046
186	10.2908	19.1104	569	0.0175936	0.0336213	0.99928	0.494172	22	11	59058
187	-20.1471	3.58837	569	-0.0354549	0.00629657	0.999351	1.16003	22	11	59781
188	-179.712	-133.444	569	-0.305741	-0.231538	0.923533	1.04292	22	11	59884
189	13.8843	-2.69884	569	0.0244827	-0.00502583	0.999688	5.57523	22	11	59909
190	9.16122	16.1509	569	0.0167799	0.0278895	0.99947	2.60188	22	11	60301
191	20.999	27.929	569	0.0536331	0.0453842	0.997529	2.39004	22	11	60661
192	10.9396	9.52213	569	0.0191122	0.0166552	0.999679	0.457686	22	11	60878
193	-17.6288	-23.3311	569	-0.0312527	-0.0403685	0.998696	5.66009	22	11	61630
194	14.8604	23.9891	569	0.025241	0.041798	0.998807	0.270765	22	11	61708
195	10.9746	-7.04094	569	0.0193223	-0.0116359	0.999746	1.1289	22	11	61947
196	13.0177	-9.90443	569	0.0228722	-0.0179244	0.999578	2.60994	22	11	62310
197	6.37069	-23.3017	569	0.0108777	-0.040703	0.999112	0.491753	22	11	63330
198	3.96112	19.0511	569	0.00720491	0.0334798	0.999413	4.86093	22	11	63714
199	8.99907	0.162528	569	0.0159507	-0.00032396	0.999873	0.71005	22	11	63912
200	10.3088	-0.287445	569	0.0181845	-0.000884965	0.999834	1.39508	22	11	64009
201	-8.1819	-24.0635	569	-0.0158377	-0.0412073	0.999025	0.313271	22	11	64148
202	-6.94484	-27.0683	569	-0.0103923	-0.0467596	0.998852	0.510999	22	11	64367
203	-14.7012	2.64739	569	-0.0269174	0.00394887	0.99963	0.402125	22	11	65175
204	10.0897	-14.2659	569	0.199786	-0.418215	0.886105	0.687219	22	11	65807
205	-10.3066	14.6603	569	-0.0180981	0.0257343	0.999505	0.454908	22	11	65824
206	3.10468	-10.5903	569	0.00530066	-0.0189217	0.999807	1.76713	22	11	65870
207	-5.76039	9.73862	569	-0.0102742	0.0172127	0.999799	1.09754	22	11	65972
208	-18.2581	-3.81611	569	-0.0323048	-0.00661539	0.999456	0.65127	22	11	66466
209	11.5322	14.9642	569	0.0204878	0.0259144	0.999454	2.61182	22	11	66628
210	-20.9872	-9.83362	569	-0.0373366	-0.017697	0.999146	0.426849	22	11	66886
211	19.6524	29.192	569	0.0342378	0.0513308	0.998095	1.79629	22	11	67447
212	4.85718	-9.72639	569	0.00895203	-0.0162623	0.999828	0.133436	22	11	67576
213	12.1564	-70.5613	569	0.334897	-0.709217	0.620367	0.851988	22	11	67672
214	16.1809	20.7458	569	0.0270945	0.0652246	0.997503	5.87259	22	11	68178
215	11.9178	3.29718	569	0.0206746	0.00558488	0.999771	1.07229	22	11	68545
216	6.47186	-17.679	569	0.0111093	-0.0313312	0.999447	0.728896	22	11	68567
217	-3.13914	-12.7577	569	-0.00521632	-0.0220171	0.999744	1.00174	22	11	69624
218	15.3583	23.6241	569	0.0267501	0.04059	0.998818	0.881957	22	11	69662
219	-2.33999	-17.5954	569	-0.00408208	-0.0310403	0.99951	0.462065	22	11	70161
220	-17.903	-10.3574	569	-0.031608	-0.017759	0.999343	1.14898	22	11	70654
221	6.01187	27.154	569	0.0109784	0.0481822	0.998778	1.0402	22	11	70737
222	6.39139	-24.6515	569	0.0115755	-0.0424596	0.999031	0.841049	22	11	71100
223	7.63965	-24.5067	569	0.0138494	-0.0427348	0.99899	1.034	22	11	71220
224	12.8879	-13.1336	569	0.0224647	-0.0223669	0.999497	0.333895	22	11	72093
225	4.92566	-189.205	569	0.0151769	-0.326792	0.944974	0.735467	22	11	72192
226	12.8129	9.44119	569	0.0131179	0.0236745	0.999634	0.508743	22	11	72729
227	12.2986	-7.31918	569	0.021831	-0.0129193	0.999678	0.737613	22	11	72919
228	8.67818	1.63222	569	0.014661	0.00239679	0.99989	1.27929	22	11	73365
229	12.2958	-22.1569	569	0.0215524	-0.0381708	0.999039	0.354191	22	11	73610
230	-6.5867	-6.60306	569	-0.0114539	-0.0120221	0.999862	0.48188	22	11	73624
231	0.962348	21.9331	569	0.00112319	0.0383522	0.999264	0.539007	22	11	73725
232	0.556707	-7.44423	569	0.320574	-0.0128715	0.947136	0.903924	22	11	73892
233	-9.41478	25.865	569	-0.0162619	0.0452513	0.998843	0.547103	22	11	74160
234	14.63	13.0942	569	0.0250719	0.0224639	0.999433	0.366002	22	11	75103
235	-2.04388	1.23682	569	-0.00302122	0.00194376	0.999994	0.614868	22	11	75373
236	-15.4365	-30.0649	569	-0.0271949	-0.0528931	0.99823	5.41536	22	11	75587
237	-6.49453	26.588	569	-0.0113809	0.0460815	0.998873	1.30857	22	11	75718
238	12.3236	-20.5891	569	0.021532	-0.0352919	0.999145	0.885632	22	11	75931
239	-12.7553	-23.1112	569	-0.0221474	-0.0405776	0.998931	0.548117	22	11	75996
240	0.954126	21.4181	569	0.0017453	0.0379484	0.999278	1.64639	22	11	76069
241	-14.6188	-6.90209	569	-0.0251827	-0.0119106	0.999612	0.989635	22	11	76563
242	-17.952	-24.0293	569	-0.0316072	-0.0425119	0.998596	0.952948	22	11	76634
243	3.53549	4.19828	569	0.00604379	0.00713917	0.999956	0.29024	22	11	77132
244	-16.9587	7.26248	569	-0.029923	0.0129554	0.999468	3.24745	22	11	77366
245	11.4203	-11.816	569	-0.0155539	-0.0532631	0.998459	1.1984	22	11	77624
246	-2.17602	5.85072	569	-0.00397623	0.0100763	0.999941	0.595665	22	11	77809
247	-16.1661	-22.9844	569	-0.0283564	-0.0399352	0.9988	0.715546	22	11	77939
248	-4.59056	-2.35236	569	-0.00805762	-0.00396246	0.99996	1.19451	22	11	78432
249	-8.69579	17.3328	569	-0.0151874	0.0304692	0.99942	0.773131	22	11	78592
250	-21.4737	-12.488	569	-0.0377416	-0.0211073	0.999065	0.961979	22	11	78704
251	15.1423	8.30004	569	0.0271837	0.0144795	0.999526	0.47954	22	11	78733
252	-9.66812	-16.1645	569	-0.0171278	-0.0285021	0.999447	1.88724	22	11	79086
253	13.2152	0.575574	569	0.0241592	0.000694717	0.999708	1.84551	22	11	79582
254	3.38576	23.7127	569	0.00519177	0.0420106	0.999104	0.38797	22	11	79617
255	-5.68612	26.2161	569	-0.0104659	0.0458609	0.998893	0.30603	22	11	79838
256	15.3251	-16.8878	569	0.026539	-0.0298178	0.999203	3.14349	22	11	80269
257	-2.35374	21.9663	569	-0.00421095	0.0385495	0.999248	1.21663	22	11	80286
258	10.6865	-23.2919	569	0.0184991	-0.0401414	0.999023	0.976177	22	11	80334
259	2.69276	17.6237	569	0.00443349	0.031261	0.999501	5.61274	22	11	80409
260	-19.9869	-20.3147	569	-0.0351191	-0.0348277	0.998776	0.459457	22	11	81771
261	-13.1496	15.1897	569	-0.0231849	0.0269125	0.999369	1.67994	22	11	82408
262	-6.4548	-18.3343	569	-0.01074	-0.0321032	0.999427	0.338751	22	11	82751
263	-12.0524	6.95888	569	-0.0204604	0.0115112	0.999724	0.20092	22	11	82904
264	-12.8287	-18.259	569	-0.0226954	-0.0319977	0.99923	5.5316	22	11	83248
265	-10.1758	-27.3967	569	-0.0179751	-0.0475935	0.998705	4.57756	22	11	83456
266	-49.6041	-177.64	569	-0.0573974	-0.273612	0.960126	2.70719	22	11	83461
267	-15.0148	9.90909	569	-0.0266772	0.0176132	0.999489	1.45868	22	11	83938
268	-12.0527	-29.7011	569	-0.0215177	-0.0515355	0.998439	0.327217	22	11	84106
269	-8.28195	-4.89439	569	-0.0153822	-0.00875659	0.999843	1.77997	22	11	84152
270	-10.0897	-24.4843	569	-0.0178446	-0.0433398	0.998901	0.486874	22	11	84160
271	7.99685	-17.3425	569	0.0154603	-0.0311726	0.999394	0.736325	22	11	84340
272	13.8782	-7.90533	569	0.0244974	-0.0133633	0.999611	0.512262	22	11	84344
273	-11.4629	-28.0679	569	-0.019888	-0.0491142	0.998595	4.14086	22	11	84492
274	-0.502501	21.8597	569	-0.000882546	0.0378657	0.999282	3.82986	22	11	84778
275	-3.66746	7.50896	569	-0.00649333	0.0128969	0.999896	0.439388	22	11	84871
276	-1.61471	21.6776	569	-0.0027163	0.0377344	0.999284	0.521822	22	11	84979
277	-6.20989	-17.3923	569	-0.0106157	-0.0307227	0.999472	1.88848	22	11	85486
278	-3.41325	26.25	569	-0.00598172	0.0459139	0.998927	1.46844	22	11	85633
279	11.7059	-24.5492	569	0.0205456	-0.0437588	0.998831	4.29535	22	11	85733
280	-152.222	193.801	569	-0.247067	0.263818	0.932394	0.510999	22	11	86136
281	15.5954	11.2391	569	0.027987	0.0197138	0.999414	0.861827	22	11	86153
282	8.19305	19.8037	569	0.0145746	0.0345204	0.999298	1.10027	22	11	87518
283	4.27305	-27.3476	569	0.00772901	-0.0474959	0.998842	1.62752	22	11	87626
284	1.14089	-27.426	569	0.00205937	-0.0478302	0.998853	3.75801	22	11	88264
285	-18.4567	2.3173	569	-0.0321286	0.00452789	0.999473	0.286601	22	11	88277
286	-9.2922	-25.7677	569	-0.0161867	-0.0453161	0.998842	1.59435	22	11	88719
287	-9.86678	11.6009	569	-0.0174748	0.0202808	0.999642	2.4645	22	11	88985
288	11.5049	-1.8038	569	0.020197	-0.00313688	0.999791	0.636124	22	11	89544
289	-10.2692	12.0245	569	-0.0178524	0.0220414	0.999598	0.364675	22	11	90077
290	0.341991	5.43428	569	0.000251645	0.00989426	0.999951	1.03027	22	11	90226
291	4.31963	18.4165	569	0.00772668	0.032337	0.999447	3.66215	22	11	90260
292	3.18685	-8.30685	569	0.00588087	-0.0146137	0.999876	1.59011	22	11	90444
293	8.05354	-8.22236	569	0.0134009	-0.0147527	0.999801	0.378648	22	11	90653
294	-12.6803	-9.69037	569	-0.0221645	-0.0177437	0.999597	0.619104	22	11	90884
295	8.21134	24.6181	569	0.0143736	0.0428581	0.998978	0.353175	22	11	91010
296	-6.14581	-0.475345	569	-0.0111745	-0.00130427	0.999937	1.12626	22	11	91172
297	-2.87084	-0.858747	569	-0.0054705	-0.00109294	0.999984	0.759199	22	11	91226
298	197.95	-151.889	569	0.328292	-0.244789	0.912306	1.21093	22	11	91838
299	-7.78934	23.6894	569	-0.0144096	0.0411946	0.999047	0.996549	22	11	92351
300	-19.2939	-24.3546	569	-0.0335601	-0.0420716	0.998551	4.8555	22	11	92559
301	-24.523	-139.328	569	-0.0756725	-0.506303	0.859029	0.712316	22	11	92689
302	0.718068	-19.5326	569	0.000637554	-0.0349987	0.999387	0.486798	22	11	92948
303	-4.66798	-12.7036	569	-0.00822638	-0.0221268	0.999721	1.59839	22	11	93082
304	9.64725	-18.2297	569	0.0170186	-0.0319253	0.999345	0.866965	22	11	93171
305	-11.8864	-20.9546	569	-0.0207018	-0.0365111	0.999119	2.00943	22	11	94212
306	-3.79395	18.6784	569	-0.00681264	0.0332582	0.999424	2.63007	22	11	94369
307	7.88774	-9.00251	569	0.0251521	0.0102444	0.999631	0.349216	22	11	95429
308	-2.3213	-11.0717	569	0.0569354	-0.102291	0.993124	0.970243	22	11	95617
309	-1.42909	14.9101	569	-0.002311	0.0260967	0.999657	0.683782	22	11	95803
310	0.926395	-18.0344	569	0.00164644	-0.0309392	0.99952	2.3771	22	11	95939
311	140.27	-194.356	569	0.243357	-0.326711	0.913257	1.79405	22	11	96498
