0.678156557	0.071626242	0.664629008
0.089254556	0.219410887	0.199840076
0.067386501	0.081805188	0.766319416
0.429816333	0.810845189	0.276475597
0.504308915	0.575287479	0.669796834
0.614082759	0.028448704	0.500972587
0.27500557	0.939665155	0.051259036
0.121113363	0.788213116	0.943611573
0.53424692	0.419830691	0.281520193
0.493325148	0.941705716	0.076381642
0.667738338	0.109037912	0.357411918
0.770960797	0.5212644	0.009105593
0.181481221	0.010852076	0.657483416
0.967860957	0.192960834	0.725160386
0.262087152	0.259436819	0.996941722
0.673183014	0.820748298	0.418419075
0.594002482	0.108847865	0.015136556
0.399203233	0.827500985	0.363820811
0.563743061	0.365906281	0.588942693
0.154150247	0.558273052	0.826613473
0.386606956	0.515371255	0.360500448
0.928103352	0.819784747	0.220590854
0.664810058	0.273894935	0.124042609
0.493306368	0.516460272	0.437656152
0.608863223	0.723054096	0.708276144
0.660417608	0.124257639	0.67990665
0.884491611	0.23448563	0.445844345
0.459128059	0.290809365	0.930865483
0.530142297	0.730032426	0.532552178
0.951047998	0.739254614	0.631703666
0.415093654	0.874012793	0.09668418
0.053305809	0.248120046	0.410470463
0.730584029	0.443331426	0.65390835
0.955484569	0.979764863	0.601864577
0.039061378	0.286372521	0.0039915
0.804410325	0.336310832	0.07073259
0.500020996	0.52413357	0.916329201
0.580792257	0.798207298	0.230423131
0.855033267	0.349402729	0.553822168
0.869369355	0.430162995	0.762947765
0.273261745	0.150927604	0.905154321
0.888570762	0.627658346	0.02094014
0.516122436	0.785013612	0.025859221
0.345854292	0.705809236	0.660658803
0.655091597	0.075679917	0.671638103
0.025087057	0.944010098	0.743187853
0.063888133	0.827827872	0.225402889
0.398843683	0.570526425	0.680331838
0.949475708	0.513596098	0.616156567
0.971076572	0.019992588	0.570187552
0.215952273	0.32085256	0.984209595
0.167358556	0.362898152	0.599215159
0.949813003	0.614341778	0.558590507
0.469470477	0.860706744	0.126666627
0.160699134	0.053148793	0.83504403
0.615652757	0.371236376	0.378652148
0.401120694	0.864907301	0.618051881
0.41526855	0.70379105	0.564524946
0.901747274	0.595826496	0.162241427
0.812837093	0.131900684	0.82172663
0.80470899	0.205177128	0.04838443
0.201548201	0.427792285	0.692283665
0.014564684	0.876549099	0.896697301
0.184192413	0.920061204	0.941880141
0.383997277	0.768353176	0.238645086
0.453374118	0.804945582	0.553336305
0.481454933	0.355421976	0.640953303
0.647884814	0.92594311	0.060533702
0.397343104	0.442911936	0.515042531
0.78915799	0.369636994	0.009162125
0.506661299	0.939542498	0.354608978
0.793437172	0.240269898	0.898369159
0.569531253	0.585760307	0.536070362
0.862415976	0.993990582	0.674016149
0.622154365	0.745416682	0.142503221
0.742009467	0.817498824	0.313227661
0.204424148	0.374361582	0.234433403
0.048741763	0.765493246	0.936600957
0.080865259	0.772172254	0.450194455
0.964241306	0.298697205	0.544921854
0.320251236	0.115529579	0.325826159
0.640200251	0.085781267	0.819548331
0.870391778	0.224690657	0.996772371
0.427508863	0.062441957	0.411836158
0.542284172	0.254713495	0.662996598
0.600191608	0.693776061	0.623187203
0.160286016	0.848031525	0.217185293
0.550116654	0.435407046	0.781226121
0.76149361	0.015583639	0.345868981
